gene_name	HQ10E1	HQ10E2	HQE1	HQE2	HQ_ST1	HQ_ST2	PWE1	PWE2	PW_ST1	PW_ST2
Phatr3_J49507	1278	1533	1414	965	184	180	1144	1108	105	240
Phatr3_J49508	867	1021	1101	875	853	1157	649	774	415	705
Phatr3_J40228	12	7	24	6	8	7	1	8	4	10
Phatr3_EG02567	408	387	309	410	62	37	416	476	130	150
Phatr3_EG02565	4083	4382	5171	3448	1264	1225	3256	3682	1597	2367
Phatr3_J49510	6991	9063	8229	5567	324	326	6748	4160	2623	5109
Phatr3_EG02571	1546	1966	1573	1086	603	529	1398	999	239	480
Phatr3_J15968	5086	5366	9585	6659	5553	5064	6198	10770	3297	4635
Phatr3_J23281	6923	7248	5555	4631	2063	3093	7916	7649	1442	4194
Phatr3_J49514	57	67	42	37	2	7	108	57	5	1
Phatr3_J40235	451	577	677	411	200	263	406	413	137	257
Phatr3_J15884	637	801	715	513	274	425	713	652	183	442
Phatr3_EG02566	794	1035	360	192	875	1090	758	673	556	698
Phatr3_J40238	322	362	542	275	239	267	283	245	244	307
Phatr3_J40239	347	437	451	286	471	572	313	220	325	479
Phatr3_J42302	311	391	201	136	548	712	480	269	260	421
Phatr3_J15917	396	416	574	369	476	645	288	292	538	729
Phatr3_J49518	246	244	137	74	251	350	229	240	222	429
Phatr3_J23292	612	677	718	521	490	500	443	534	429	775
Phatr3_J16018	1245	1474	1334	929	307	418	1063	1122	313	451
Phatr3_J49520	853	951	1069	673	238	191	718	878	295	559
Phatr3_J49521	611	742	737	513	189	166	555	581	169	303
Phatr3_J49522	1066	1083	1126	771	1903	2762	1461	1642	982	1119
Phatr3_J49523	3917	4281	3014	2642	1629	2217	2761	2893	1222	2255
Phatr3_J49524	769	809	1071	608	478	537	762	677	338	495
Phatr3_EG02570	444	424	496	434	1055	1190	631	505	861	952
Phatr3_EG01924	886	992	694	437	90	120	365	356	67	172
Phatr3_EG01922	402	443	388	316	706	820	684	634	1150	1109
Phatr3_J49527	804	963	721	417	122	187	326	346	76	225
Phatr3_J49528	778	993	983	596	490	704	679	598	398	589
Phatr3_J40254	0	1	0	0	0	1	0	1	0	0
Phatr3_J49529	705	926	1003	757	666	948	734	785	856	1048
Phatr3_J15859	2944	3600	4156	2601	3371	3240	2477	2852	2775	2448
Phatr3_J15935	2085	2411	2790	1676	1000	1215	1583	1367	751	904
Phatr3_J15980	8993	10276	12439	8131	3455	3903	5109	5133	3405	5183
Phatr3_J49533	4463	4802	4962	3660	387	430	2825	4044	905	2916
Phatr3_J49534	1129	1303	1707	994	2117	2318	727	908	1300	2039
Phatr3_J40261	961	1202	1482	816	1309	1759	833	969	1371	1607
EPrPhatr3G00000013107	0	0	0	2	2	0	0	3	0	2
Phatr3_J23306	1146	1270	1114	759	1480	1290	938	1180	722	813
Phatr3_J49537	308	385	454	276	554	633	281	275	342	404
Phatr3_J40264	693	883	1290	751	980	1267	522	557	687	718
Phatr3_J49538	746	774	1080	713	1764	2221	615	545	1667	1746
Phatr3_EG02227	3038	3770	4328	2793	2857	2932	2935	3156	1768	2082
Phatr3_J16036	1057	1036	1105	727	726	542	886	829	218	333
Phatr3_J49542	1696	1930	2160	1371	1404	1729	1274	1208	983	1273
Phatr3_J30436	9040	9567	6897	5989	3956	5284	7495	8053	3471	5306
Phatr3_J40271	479	545	677	405	620	850	370	427	618	645
Phatr3_J23314	1231	1306	1568	931	1022	1140	1079	1034	811	888
Phatr3_J40273	545	596	725	547	567	759	514	563	868	809
Phatr3_J49544	950	981	1131	880	478	596	737	754	535	891
Phatr3_J49545	583	672	717	494	561	768	558	525	506	636
Phatr3_J51214	11742	12989	11822	8766	10879	13846	12851	13994	6689	6903
Phatr3_J40277	625	629	635	358	249	344	370	294	151	211
Phatr3_J40278	1	1	0	1	53	18	2	0	41	25
Phatr3_J40279	9	5	6	0	6	18	5	4	8	12
Phatr3_EG00280	6	1	7	17	40	49	3	6	7	14
Phatr3_J40280	1	1	6	7	7	9	1	6	8	9
Phatr3_J49547	2040	2364	2503	1588	1262	1478	1558	1516	1033	1533
Phatr3_J40282	1313	1357	1378	1057	1121	1423	1099	983	1136	1488
Phatr3_J30446	3079	3373	2112	1693	1355	1806	2794	2663	1106	1653
Phatr3_EG00302	2421	2870	3402	2062	754	1155	2458	2370	1770	3007
Phatr3_J55067	391	459	286	220	200	257	280	294	106	210
Phatr3_J49550	2331	2896	2533	1690	1620	1625	2116	1787	1152	1478
Phatr3_J49551	540	603	919	508	1018	1138	409	344	421	393
Phatr3_J16155	310	347	378	216	369	438	296	260	445	437
Phatr3_J49552	774	790	974	733	687	986	515	653	819	1044
Phatr3_J49553	332	400	379	227	287	334	291	270	257	364
Phatr3_J23324	9402	10593	8714	5587	1483	2145	8766	8343	1310	2366
Phatr3_J49555	1637	1847	2410	1818	3240	2234	1288	1762	1907	3274
Phatr3_J49556	1100	1316	1463	1060	325	345	664	756	163	428
Phatr3_J49557	753	827	935	622	21	14	1508	1015	904	1104
Phatr3_EG01932	795	919	1036	605	667	806	663	490	737	873
Phatr3_EG01933	1729	2034	1820	1098	1462	1807	1526	1180	1485	1382
Phatr3_J49559	1086	1107	1018	667	2736	3623	869	745	2986	3733
Phatr3_J16120	365	413	446	306	190	245	291	314	105	223
Phatr3_J42307	3622	4112	2357	2007	1603	2152	3915	3570	2115	3196
Phatr3_J49562	242	242	370	250	578	445	235	234	124	348
Phatr3_J49563	371	337	659	477	1031	1219	341	411	505	780
Phatr3_J40300	90	130	174	123	386	246	130	195	145	261
Phatr3_J49564	991	1253	1215	838	567	591	760	817	151	392
Phatr3_J16141	1735	1977	1165	855	602	728	1722	1625	555	1019
Phatr3_J40303	517	538	659	497	352	487	451	511	254	345
Phatr3_J49566	740	873	785	498	505	539	1119	1037	1207	1230
Phatr3_J49567	9400	10317	10121	7115	5132	6311	6351	6885	3304	2760
Phatr3_J49568	484	508	648	441	766	678	505	556	673	489
Phatr3_J16063	540	591	753	477	453	593	390	361	434	675
Phatr3_J49570	371	455	603	327	600	906	346	316	499	773
Phatr3_J49571	4855	6081	5193	3924	836	1105	6645	6717	317	1609
Phatr3_J49572	321	373	355	241	427	376	193	201	63	114
Phatr3_J8457	504	605	126	86	240	287	1117	440	108	347
Phatr3_J49574	555	625	814	557	508	495	611	708	954	1349
Phatr3_J16125	2776	1963	1877	2804	1131	1625	2571	3495	806	1448
Phatr3_J49575	476	597	605	428	182	230	403	479	143	295
Phatr3_J49576	71	56	31	35	497	267	24	23	161	481
Phatr3_J40315	402	577	779	420	470	612	376	431	407	661
Phatr3_J55069	1087	1248	1383	1034	909	1068	1099	1116	340	259
Phatr3_J40317	181	191	169	123	106	158	144	135	79	127
Phatr3_EG00324	0	0	0	0	0	0	0	0	0	0
Phatr3_J49578	1522	1828	2356	1669	1149	1767	2401	2105	1916	1847
Phatr3_J49579	619	787	1081	639	668	832	649	748	229	405
Phatr3_J49580	332	389	691	453	805	1107	453	533	2202	2499
Phatr3_J16157	363	472	526	423	179	212	405	409	114	261
Phatr3_J40322	11	28	42	26	251	115	48	36	163	249
Phatr3_J30461	5704	6350	4557	3934	799	1149	3949	4314	985	1639
Phatr3_J30466	33	44	104	64	1385	2376	21	22	2258	2161
Phatr3_J40325	1352	1605	1935	1077	1773	1562	1384	1645	1197	1100
Phatr3_J4014	464	496	163	209	34	67	751	475	73	54
Phatr3_EG00298	0	0	0	0	0	0	0	0	0	0
Phatr3_J30471	1381	1227	656	652	307	520	1785	1301	158	313
Phatr3_EG00314	22	12	13	7	11	11	13	14	1	14
Phatr3_J49586	4334	5095	4344	3003	4043	4472	4801	3819	3606	4356
Phatr3_J40329	439	561	597	431	348	384	309	432	252	499
Phatr3_J49588	261	361	282	182	757	885	234	204	351	683
Phatr3_J49589	163	193	384	277	386	446	206	296	258	565
Phatr3_J49590	392	496	641	353	718	885	458	373	597	636
Phatr3_J49591	225	201	345	316	182	208	484	940	1464	1810
Phatr3_J49592	609	655	966	628	1998	2186	823	715	2024	1586
Phatr3_J16052	1181	1155	1473	1055	923	1228	1111	1171	726	818
Phatr3_EG00313	0	0	0	0	0	0	0	0	0	0
Phatr3_J49594	5428	6007	5804	3945	6944	4621	6893	4800	6171	7122
Phatr3_J49595	1241	1427	1557	999	295	374	1295	1210	708	568
Phatr3_EG00310	0	1	1	0	19	22	5	3	4	3
Phatr3_J40338	4	12	4	7	100	57	15	3	27	66
Phatr3_J49596	3632	3914	3967	2842	10830	14420	5134	3382	17749	17608
Phatr3_J55070	3876	4286	3385	2072	1485	895	5351	3013	2769	2136
EPrPhatr3G00000013165	0	0	0	0	0	0	0	0	0	0
PTsRNA00048a	0	0	0	0	0	0	0	0	0	0
Phatr3_J49598	547	569	729	571	495	543	209	269	866	1050
Phatr3_J49599	540	553	848	495	432	533	392	360	246	444
Phatr3_EG01928	251	320	471	299	575	748	255	270	605	654
Phatr3_EG01929	325	343	533	459	388	487	306	395	802	649
Phatr3_J49601	2464	2601	1846	1440	8613	13771	3004	2242	5862	4469
Phatr3_J49602	602	739	498	372	300	394	455	531	109	304
Phatr3_J16065	214	203	205	138	510	602	372	379	1289	986
Phatr3_J40347	174	225	270	164	114	162	172	180	78	231
Phatr3_EG00297	86	53	49	86	8	8	73	61	2	5
Phatr3_J49604	8371	9032	4452	5058	197	235	9304	8488	394	798
Phatr3_J40349	160	235	329	182	179	208	233	209	187	297
Phatr3_J49605	8	17	14	11	438	331	5	8	72	205
Phatr3_J49606	154	195	202	123	627	369	127	124	142	295
Phatr3_J49607	462	528	513	301	354	385	443	232	216	343
Phatr3_J49608	4592	5423	3525	2634	1570	2009	3788	3622	3128	3863
Phatr3_EG00315	3	13	7	1	3	0	3	0	1	1
Phatr3_J40354	153	151	262	225	86	118	213	150	50	101
Phatr3_J55073	1820	2211	2908	1804	2685	3936	2027	2028	1866	1628
Phatr3_EG00323	0	0	0	0	0	0	0	0	0	0
Phatr3_J49610	1666	1852	1702	1313	1072	1331	1427	1527	724	1029
Phatr3_J16140	13024	14708	14553	11216	562	488	8780	8700	1018	2518
Phatr3_J49612	96	106	56	27	36	21	261	176	209	218
Phatr3_J49613	803	732	267	125	248	139	1168	848	43	134
Phatr3_EG00317	0	0	0	0	0	0	1	1	0	0
Phatr3_J40360	407	439	397	243	230	233	359	234	96	152
Phatr3_J16067	601	758	868	641	870	1039	651	639	985	887
Phatr3_J40362	38	31	36	33	9	7	16	9	3	5
Phatr3_J49616	692	804	910	530	695	831	597	503	581	696
Phatr3_J49617	2523	2758	1798	1341	2379	2245	2665	1598	2354	2106
Phatr3_J49618	4518	5177	5242	3869	2907	3509	4104	4230	5353	5783
Phatr3_EG00305	0	3	1	5	0	0	2	7	2	1
Phatr3_EG00300	1	0	1	3	0	0	1	0	0	0
Phatr3_J30486	436	251	212	328	88	146	316	636	47	119
Phatr3_J49620	1858	2061	1477	1011	428	461	1479	1090	568	692
Phatr3_J40368	659	807	1139	673	828	1063	442	431	584	701
Phatr3_J40369	266	316	374	201	300	197	258	198	130	134
Phatr3_J49621	308	366	320	208	64	92	254	240	27	76
Phatr3_J23365	637	694	1732	1256	787	766	409	616	1237	1255
Phatr3_J49624	192	243	285	215	194	196	332	366	193	284
Phatr3_J49625	3	1	9	19	282	249	0	11	60	287
Phatr3_J40375	141	193	263	189	101	88	166	218	94	166
Phatr3_J49626	726	775	937	665	990	892	677	728	617	537
Phatr3_J49627	1102	1311	1543	1112	1137	1565	1075	1055	1079	1442
Phatr3_J40378	625	693	780	573	685	1151	489	562	752	961
Phatr3_EG00308	151	192	294	207	436	485	192	196	302	278
Phatr3_J49629	30	30	44	39	221	220	25	28	85	114
Phatr3_EG00311	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00301	8	6	3	1	24	21	1	0	6	18
Phatr3_J40381	46	49	69	56	59	16	43	59	19	29
Phatr3_J40382	328	382	548	373	790	913	224	274	316	487
Phatr3_J49630	805	1006	1228	658	425	542	585	609	347	585
Phatr3_J49631	1203	1384	1707	1140	929	833	1166	1362	418	449
EPrPhatr3G00000013099	1	2	0	3	6	2	5	4	0	2
Phatr3_J49632	1178	1241	1782	1273	4117	5406	1201	1412	6995	4570
Phatr3_J49633	789	983	1055	606	726	910	769	696	556	707
Phatr3_J49634	5043	5070	6087	4484	1308	1216	2608	3762	1422	2657
EPrPhatr3G00000013118	4	3	1	0	0	2	5	5	1	1
Phatr3_J49635	372	451	361	284	555	900	427	340	451	523
Phatr3_J49636	832	949	1322	789	1627	2197	824	861	1059	1278
EPrPhatr3G00000013140	0	0	0	0	0	0	0	0	0	0
PTsRNA00049a	0	0	0	0	0	0	0	0	0	0
Phatr3_J49637	1076	1276	1082	768	895	811	741	597	484	685
Phatr3_J49638	459	514	708	363	355	396	469	471	404	479
Phatr3_J49639	22314	25111	27872	22283	3225	4058	18441	18471	12696	19322
Phatr3_J49640	97	137	141	120	576	503	156	182	332	700
Phatr3_EG00303	115	145	200	94	211	251	118	133	97	156
Phatr3_J49641	596	696	870	643	331	321	592	638	279	249
Phatr3_EG01927	0	0	0	5	1	0	1	3	0	0
Phatr3_EG01926	1225	1509	921	757	1026	1326	1545	1548	1267	1627
Phatr3_EG00322	1737	1921	1610	1013	141	98	2382	1704	354	771
EPrPhatr3G00000013129	0	0	0	0	0	0	0	0	0	0
PTsRNA00050a	0	0	0	0	0	0	0	0	0	0
Phatr3_J49644	516	519	660	439	638	666	397	353	502	668
Phatr3_J23371	4896	5216	2858	2539	1903	2497	4970	4661	1299	2529
Phatr3_J49646	151	195	269	177	867	868	153	147	191	253
Phatr3_J49647	1537	1717	1712	1344	892	1418	1614	1626	765	892
Phatr3_J49648	705	808	1293	809	221	334	368	486	187	425
Phatr3_J55079	6420	6628	2777	2291	1201	1650	7553	6827	861	1982
Phatr3_J49650	112	121	218	155	271	423	84	90	117	193
Phatr3_J40404	1	4	7	10	9	19	10	9	38	34
Phatr3_J49651	241	289	374	234	210	232	195	208	158	298
Phatr3_EG00320	410	462	503	311	56	92	334	255	61	126
Phatr3_J49652	2655	3005	3651	2793	7446	11168	2801	3019	4687	4432
Phatr3_J23375	576	662	639	557	591	785	481	587	374	597
Phatr3_J55080	1226	1261	713	478	2347	2493	678	540	536	1153
Phatr3_J30502	903	920	1127	777	805	1103	725	724	653	932
Phatr3_J49656	888	908	1306	928	1957	2534	747	834	1180	1691
Phatr3_J49657	269	304	387	273	1279	1036	414	424	1883	1690
Phatr3_J49658	749	977	826	591	410	641	758	683	195	487
Phatr3_J49659	3082	3479	3268	2331	950	980	2826	2809	530	1053
Phatr3_J49660	963	1224	1536	999	1256	1615	900	844	888	1454
Phatr3_J23380	2370	2883	2176	1675	2241	3222	2123	2163	2534	3597
Phatr3_J40416	25	16	16	39	15	7	20	73	9	3
Phatr3_EG00318	0	0	0	0	1	1	0	0	0	0
Phatr3_EG01931	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00307	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01930	1347	1408	2126	1416	4961	5550	1495	1745	6600	4859
Phatr3_J49664	329	380	431	286	365	450	349	373	356	367
Phatr3_J49665	123	138	305	241	1533	2021	49	72	1881	1075
Phatr3_J49666	1330	1593	1621	1402	922	1244	1071	1011	779	1465
Phatr3_J49667	13	21	13	5	72	104	16	25	116	172
Phatr3_J49668	795	823	1021	831	874	1101	834	927	678	916
Phatr3_J49669	141	143	358	206	144	168	92	144	88	97
Phatr3_J16142	579	717	268	207	44	63	1286	691	43	49
Phatr3_EG00306	622	867	753	430	190	327	597	724	177	188
Phatr3_J40425	68	82	42	28	1	3	37	55	0	9
Phatr3_J49670	3753	3998	2947	2580	4522	7174	4891	4311	5000	6420
Phatr3_J49671	8060	8929	5125	4746	2856	4625	8764	8651	2309	4539
Phatr3_J49672	1124	1325	1858	1457	797	918	880	1161	1050	1324
Phatr3_J49673	5135	6165	7033	4270	7335	9506	5006	5339	7004	8607
Phatr3_J40430	7971	8900	7150	6584	6159	9500	8894	9459	9254	10768
Phatr3_EG00325	156	245	222	101	593	554	128	81	427	485
Phatr3_EG02228	1870	1766	242	178	1501	1339	829	750	845	1246
Phatr3_J40433	3597	4536	7925	4987	1032177	1334169	5449	5562	552836	519251
Phatr3_J30514	226	189	102	94	929	1240	387	252	357	641
Phatr3_EG00304	0	0	0	0	0	0	0	0	0	0
Phatr3_J40435	1860	2170	1343	819	1438	838	3020	2573	607	683
Phatr3_J49678	77	75	103	58	2060	2419	71	80	9026	6162
Phatr3_EG00312	0	0	0	0	0	0	0	0	0	0
Phatr3_J49679	607	840	762	564	1971	2939	547	567	1551	1170
Phatr3_J49680	1105	1191	781	470	57	56	741	649	120	470
Phatr3_J16074	1837	2367	1568	1082	620	961	1796	1554	422	769
Phatr3_J16130	1058	1358	1856	1162	2272	3001	747	775	2011	1723
Phatr3_J40441	468	512	479	411	526	718	430	371	971	655
Phatr3_EG00326	208	283	451	270	787	780	259	258	4756	5244
Phatr3_J16073	2461	2929	1093	809	497	794	2827	2220	192	174
Phatr3_J49682	187	231	315	251	207	293	153	226	249	474
Phatr3_EG00299	186	193	276	199	775	993	148	165	763	653
Phatr3_J30519	1050	1178	5073	3088	20663	20811	513	2163	31557	34007
Phatr3_J49683	1582	2044	3921	2559	327	392	476	1291	938	2786
Phatr3_J16147	1123	1249	1394	1044	632	1027	949	933	788	722
Phatr3_J40447	23	34	29	30	315	250	25	29	83	268
Phatr3_J49685	691	929	1011	689	395	537	530	465	275	390
Phatr3_EG00294	148	187	199	138	93	55	151	98	85	16
Phatr3_EG00309	235	301	423	226	317	433	199	229	183	57
Phatr3_J49686	1017	1148	1759	1184	1477	2084	922	1177	1414	1511
Phatr3_J23399	8641	9939	8626	5567	4611	5047	9965	12647	3059	3473
Phatr3_J5608	1497	1954	1683	1159	1890	2717	1701	1454	1228	1702
Phatr3_J40453	207	275	255	186	361	409	495	257	244	166
Phatr3_EG00295	1	2	2	3	1	3	2	1	1	13
Phatr3_J16076	120	160	240	94	128	176	125	103	105	132
Phatr3_J49690	279	289	536	435	522	660	357	485	198	535
Phatr3_EG00321	216	287	409	310	203	213	378	609	2597	2539
Phatr3_J55086	7920	8832	4391	3560	1793	2642	11352	9900	7372	5093
Phatr3_EG00296	3	6	2	3	799	649	276	270	8108	3337
Phatr3_J49693	12	16	11	7	3669	4728	25	29	2219	1224
Phatr3_EG00319	141	154	319	228	283	403	138	139	32	126
Phatr3_J16105	530	564	1239	755	1157	1297	754	902	2120	1662
Phatr3_J55087	280	302	315	237	356	325	485	495	3734	2823
Phatr3_J7679	331	405	1350	907	1957	1920	1109	1271	24085	19111
Phatr3_J40461	1101	1241	1505	1040	479	633	922	1010	414	910
Phatr3_EG00316	542	570	451	398	302	377	501	394	84	172
Phatr3_J40462	1286	1363	1053	907	270	419	1588	1698	160	518
EPrPhatr3G00000013083	0	0	0	0	0	0	0	0	0	0
PTsRNA00051b	0	0	0	0	0	0	0	0	0	0
PTsRNA00051c	0	0	0	0	0	0	0	0	0	0
PTsRNA00051a	0	0	0	0	0	0	0	0	0	0
Phatr3_J49699	738	836	934	613	711	965	891	978	384	730
Phatr3_J52603	1003	1161	1160	886	350	532	1027	931	132	419
Phatr3_J49701	12	8	2	2	42	105	36	18	80	28
Phatr3_J49702	951	1187	905	670	2544	2765	1021	906	3121	1774
Phatr3_J40467	5881	6879	6127	4816	92	91	5008	4313	942	1061
Phatr3_J55090	1	12	2	3	3	0	4	6	0	1
Phatr3_J23423	2	0	1	0	1	0	2	7	0	2
Phatr3_J49705	0	0	1	0	0	0	0	0	0	1
Phatr3_EG02229	1474	1788	2180	1288	3038	2200	1275	1575	1021	1190
Phatr3_J40472	0	0	0	0	0	0	0	0	0	2
Phatr3_J40473	0	0	0	1	1	1	5	0	3	9
Phatr3_J40474	0	0	0	0	0	1	0	0	1	0
Phatr3_J40475	5	4	5	3	4	12	16	7	17	32
Phatr3_J49707	1196	1226	1773	1197	2024	2176	1366	1596	1839	1994
Phatr3_J49708	868	1052	1357	1094	470	657	726	977	185	528
Phatr3_J49709	0	0	0	0	0	0	0	0	0	0
Phatr3_J49710	1112	1259	1781	1280	1111	1163	1417	1673	851	1264
Phatr3_J49711	112	130	184	139	415	399	130	140	187	218
Phatr3_J49712	403	539	926	509	915	828	461	488	611	632
Phatr3_J49713	156	182	242	149	341	443	170	166	249	345
Phatr3_J55091	298	381	473	316	512	542	275	316	395	520
Phatr3_J16168	1911	2195	2894	2854	9060	13411	2576	2764	16840	17596
Phatr3_J49716	1010	1163	1570	1081	608	904	1410	1463	1274	2380
Phatr3_J49717	750	994	1444	850	2310	2389	1074	864	3502	2563
Phatr3_J49718	1082	1331	1565	1248	2351	3487	1345	1504	2524	3252
Phatr3_EG00242	0	1	15	14	33	46	11	2	8	35
Phatr3_J49719	338	488	541	283	814	982	599	453	831	1040
Phatr3_J40489	10	7	14	10	140	103	31	14	28	102
Phatr3_J49720	572	689	1101	684	1217	1332	738	813	915	987
Phatr3_J23429	2783	3127	3220	2370	1926	2639	3880	3767	2266	3213
Phatr3_J40492	233	296	266	192	123	214	403	254	23	41
Phatr3_J49722	721	833	1583	1114	2805	2541	1688	1387	3609	5010
Phatr3_EG01915	0	0	4	0	0	0	1	0	0	0
Phatr3_EG01916	723	713	857	633	561	624	811	908	726	1187
Phatr3_J49724	629	792	1109	544	627	653	859	550	699	1067
Phatr3_J49725	744	854	740	454	673	589	752	528	1036	960
Phatr3_J49726	3000	3543	3239	2446	409	479	2314	2473	357	732
Phatr3_EG00232	49	42	81	64	648	886	61	46	234	199
Phatr3_J16210	791	864	1478	1013	1578	1527	1058	1390	2830	2282
Phatr3_J49728	187	245	163	110	20	11	457	216	327	338
Phatr3_J49729	4	15	2	6	3498	4191	66	49	2435	2203
Phatr3_J49730	91	116	155	99	960	800	455	403	2130	1902
Phatr3_J16243	9070	10422	11707	10284	6666	9811	11964	13172	12080	11987
Phatr3_J52607	1546	1896	2471	1562	1356	1529	1268	1289	672	1088
Phatr3_EG00259	67	87	128	71	57	61	82	71	13	6
Phatr3_J49733	81	92	289	196	620	857	88	82	295	728
Phatr3_J49734	1225	1362	2262	1645	1063	1682	1513	1453	4	25
Phatr3_EG00247	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00235	0	0	0	0	2	0	0	0	1	2
Phatr3_J49735	53	82	2677	1496	338	354	93	106	626	836
Phatr3_J23444	524	591	474	398	290	330	1219	1147	92	194
Phatr3_J30572	1353	1408	1258	951	470	658	1846	1808	449	1049
Phatr3_J49738	873	1042	806	633	639	961	1335	1119	927	1356
Phatr3_J40510	0	2	6	3	75	44	1	0	13	70
Phatr3_EG02574	916	1026	1871	967	1148	1000	1026	1251	833	985
Phatr3_EG00257	539	557	750	597	620	593	480	627	548	604
Phatr3_J16261	681	724	818	527	2723	2277	924	769	983	1314
Phatr3_J49741	190	203	296	227	882	1215	274	274	1612	1298
Phatr3_EG02575	578	548	562	367	1514	1263	2779	3032	7811	7160
Phatr3_EG02579	19	14	18	16	46	45	44	82	155	157
Phatr3_J40515	7	8	0	0	93	235	82	50	8	1
Phatr3_J49743	243	334	429	277	341	579	350	331	317	406
Phatr3_J40517	220	314	391	312	288	408	302	312	426	691
Phatr3_EG02573	97	129	186	114	524	396	141	134	139	259
Phatr3_J16281	1656	1902	1326	887	3063	3930	2500	1872	2486	2942
Phatr3_EG02580	65	68	235	134	425	566	50	104	279	301
Phatr3_EG02577	0	0	0	0	0	0	0	0	0	0
Phatr3_J40521	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02578	2735	3198	3151	1693	3784	3613	3438	3615	2552	2741
PTsRNA00012a	2	0	0	0	0	0	0	0	0	0
Phatr3_EG02576	59	55	27	20	175	125	485	481	649	1040
Phatr3_J49750	0	0	0	0	1	0	2	0	16	30
Phatr3_J40525	2	1	2	1	0	8	2	0	3	7
Phatr3_J49751	305	296	552	334	1183	1424	235	273	1158	1080
Phatr3_J55096	249	384	612	315	2946	2986	510	377	10619	7326
Phatr3_J55097	409	465	263	158	306	305	799	1002	421	1983
Phatr3_J55100	100	140	274	172	880	1004	132	159	2950	1698
Phatr3_J49755	102	132	205	87	294	352	97	114	278	308
Phatr3_J30585	618	671	303	319	233	44	878	902	211	106
Phatr3_J49757	56	40	103	63	359	371	34	43	179	303
Phatr3_J49758	0	3	3	3	41	54	1	3	33	94
Phatr3_J40534	1	6	3	6	725	288	2	1	65	126
Phatr3_J40535	0	0	5	2	51	32	2	8	3	10
Phatr3_EG00238	0	9	13	16	462	276	4	8	696	873
Phatr3_J49759	1496	1428	1950	1710	1075	1220	1564	1817	7239	7421
Phatr3_J40538	0	0	0	1	33	21	0	2	10	27
Phatr3_J40539	7	2	0	1	69	68	2	0	26	134
Phatr3_J16162	398	488	345	215	1001	1137	316	429	665	843
Phatr3_EG02224	333	481	606	365	1434	1651	431	403	946	1104
Phatr3_J49764	3182	3307	4688	3303	5255	7455	4612	4826	3515	5298
Phatr3_J49765	324	473	876	470	1107	1052	389	462	489	572
Phatr3_J49766	1204	1521	2375	1357	1730	1532	1394	1878	1412	1308
Phatr3_J49767	1764	2076	3735	2040	6333	5567	1985	2308	4324	4381
Phatr3_J16222	447	511	900	678	2616	2446	499	735	797	801
Phatr3_J49769	557	619	1389	930	1062	1402	1061	1040	1743	1576
Phatr3_J40550	20	28	60	41	226	327	94	75	153	383
Phatr3_J23467	915	982	1314	1021	1021	1392	759	738	1001	1155
Phatr3_J49771	2632	3117	3661	2422	1820	1683	2654	2813	796	925
Phatr3_J49772	407	505	842	527	35	47	317	341	349	456
Phatr3_J23472	405	461	168	105	409	602	526	417	120	397
Phatr3_EG00254	44	40	163	75	146	153	14	24	123	168
Phatr3_J49774	501	625	958	815	789	911	369	527	466	648
Phatr3_J49775	306	311	513	323	227	208	309	317	222	334
Phatr3_J49776	463	475	757	583	307	347	481	578	315	776
Phatr3_J49777	18	13	61	47	52	51	39	20	41	93
Phatr3_EG00230	0	0	0	0	0	3	0	1	2	13
Phatr3_J55102	271	279	464	361	92	133	388	379	127	264
Phatr3_EG00253	264	307	333	220	1049	1442	395	330	1073	1241
Phatr3_J49779	574	711	878	600	757	937	789	654	735	419
Phatr3_EG00252	163	155	511	410	340	319	132	258	601	732
Phatr3_J52619	14364	16321	25458	20043	47934	60454	25599	30222	5374	9097
Phatr3_J49781	181	212	325	236	739	659	181	204	454	459
Phatr3_J49782	339	461	1186	754	1501	2041	666	860	651	1298
Phatr3_J49783	217	232	147	121	108	101	284	207	22	100
Phatr3_J1971	1212	1248	2435	1889	2033	2262	898	1994	1581	2855
Phatr3_J49785	164	183	887	570	10004	12542	114	256	11059	12073
Phatr3_J49786	913	1158	1094	550	1407	1664	745	525	838	1206
Phatr3_EG00241	89	117	132	98	221	285	80	91	84	104
Phatr3_J49787	190	265	262	174	328	401	223	213	171	208
Phatr3_EG02223	3133	3305	3640	3289	2379	2512	3767	3926	2972	3726
Phatr3_J23489	252	264	362	208	632	626	295	223	648	801
Phatr3_EG00245	0	0	0	0	0	0	0	0	0	0
Phatr3_J40570	0	0	0	0	0	0	0	0	0	0
Phatr3_EG00239	0	0	6	0	47	23	3	0	50	69
Phatr3_EG00234	126	177	327	203	118	172	334	284	26	242
Phatr3_J30615	396	436	555	397	859	1139	471	430	823	814
Phatr3_J30620	468	584	876	495	2657	2895	464	463	1996	1923
Phatr3_J40573	366	455	583	346	311	348	341	336	188	256
Phatr3_J49791	1335	1502	1424	1319	1707	2882	1080	1126	1308	1188
Phatr3_J23497	4001	4426	5018	3485	27273	20624	16251	17587	225105	114537
Phatr3_J545	1158	1404	1227	844	6824	3999	4284	4350	9954	10342
Phatr3_J40577	71	69	31	36	74	79	95	76	43	140
Phatr3_J40578	1135	1400	2250	1233	2350	2155	1259	1418	1458	1473
