gene_name	HQ10E1	HQ10E2	HQE1	HQE2	HQ_ST1	HQ_ST2	PWE1	PWE2	PW_ST1	PW_ST2
Phatr3_J45112	41	22	20	12	3	1	123	51	86	90
Phatr3_J34724	2	2	5	2	9	0	24	16	37	33
Phatr3_J19604	361	391	349	289	38	89	412	406	65	41
Phatr3_EG01372	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01363	0	0	0	0	0	0	0	0	0	0
Phatr3_J45115	561	732	871	429	147	167	380	408	50	173
Phatr3_J45116	1694	1894	2963	1532	3182	2565	1857	1960	1278	1360
Phatr3_EG01414	0	0	0	0	0	0	0	0	0	0
Phatr3_EG02366	1404	1538	1321	1008	796	986	1182	1068	646	1025
Phatr3_EG01427	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01413	0	0	0	0	0	0	0	0	0	0
Phatr3_J45118	303	418	484	286	873	651	382	388	218	340
Phatr3_J45119	2023	2411	2547	2020	874	1045	1683	1693	1436	4375
Phatr3_J34732	348	297	377	376	209	278	221	378	173	303
Phatr3_EG01361	0	0	0	0	0	0	0	0	0	0
Phatr3_J45120	3396	3702	3035	2191	138	128	2546	2517	205	533
Phatr3_J4216	228	261	253	213	75	168	196	163	88	132
Phatr3_EG01384	0	0	0	0	0	0	0	0	0	0
Phatr3_J45122	4000	4330	3800	2686	883	1237	2932	2908	788	1442
Phatr3_J45123	345	443	353	226	405	540	282	252	294	399
Phatr3_J45124	1805	1935	1614	1113	367	494	1470	1053	284	584
Phatr3_J45125	682	731	1388	1032	775	942	328	630	738	1041
Phatr3_J19615	8632	10874	8113	5402	1054	1512	8506	7765	705	1840
Phatr3_EG01373	580	685	738	426	493	563	446	478	487	657
Phatr3_J34741	37	39	49	16	17	14	121	39	19	27
Phatr3_J45127	1134	1220	1206	872	747	1025	891	907	662	918
Phatr3_J26742	3840	4253	4718	3194	5019	4182	4017	3953	3208	3794
Phatr3_EG01402	743	915	1141	720	332	237	850	739	221	221
Phatr3_J45130	259	294	434	327	939	1166	348	301	788	1061
Phatr3_J34746	387	422	522	406	669	949	325	352	585	684
Phatr3_EG02372	1532	1736	1768	1402	751	1002	1528	1760	546	1088
Phatr3_J45135	2099	2403	2803	2011	611	637	1687	2035	1420	2248
Phatr3_J34751	683	808	937	541	1156	1393	420	435	709	918
Phatr3_J34752	171	204	187	125	431	581	180	118	232	360
Phatr3_J45136	300	346	632	440	769	747	198	296	564	582
Phatr3_J34754	1275	1381	1486	1007	332	524	1537	1505	157	597
Phatr3_J11781	369	458	587	345	216	264	317	391	144	242
Phatr3_J34756	113	110	86	59	39	37	136	110	44	79
Phatr3_J26750	1571	1768	1812	1181	1516	2027	1465	1280	1312	1696
EPrPhatr3G00000013111	0	0	0	0	0	0	0	1	0	1
PTsRNA00031a	0	0	0	0	0	0	0	0	0	0
PTsRNA00031b	0	0	0	0	0	0	0	0	0	0
Phatr3_J11653	949	1088	376	315	883	1266	1287	933	645	919
Phatr3_J45140	1702	1888	2057	1380	1861	2482	1531	1595	1954	2050
Phatr3_EG01421	928	1003	2180	1875	1162	1427	621	714	2352	8204
Phatr3_J45141	132	146	429	269	388	419	97	149	492	697
Phatr3_J45142	1	2	10	2	17	9	5	9	18	7
Phatr3_J45143	88	86	58	57	63	44	139	130	73	143
Phatr3_EG02364	564	660	548	374	230	183	514	432	35	71
Phatr3_J11615	520	515	837	576	394	551	315	559	480	749
Phatr3_J45146	700	811	1015	656	625	883	595	616	521	795
Phatr3_J45147	1194	1454	2152	1182	1339	1162	1211	1554	2097	1932
Phatr3_J45148	1712	1934	1275	1137	826	1168	2227	1597	831	1507
Phatr3_J45149	551	709	293	167	115	255	322	94	844	1111
Phatr3_J45150	507	526	412	237	4	14	270	198	7	34
Phatr3_J7666	395	514	439	197	373	544	298	224	269	355
Phatr3_J54355	136	160	188	83	353	529	198	142	362	302
Phatr3_EG01405	0	0	0	0	0	0	0	0	0	0
Phatr3_J45153	827	970	1015	616	434	572	710	784	385	481
Phatr3_J45154	1560	1898	2561	1603	2229	1963	1685	1690	1475	1516
Phatr3_EG01386	0	0	0	0	0	0	0	0	0	0
Phatr3_J45155	394	542	587	391	826	1067	467	347	1094	1235
Phatr3_J34775	621	630	641	492	407	538	522	443	299	428
Phatr3_J19647	563	695	265	185	436	602	734	513	296	666
Phatr3_J26775	1062	1144	1246	1038	619	701	885	1068	594	801
Phatr3_EG01425	391	428	94	75	443	592	55	55	139	470
Phatr3_J11785	1285	1312	1322	954	1247	1151	1049	1146	677	849
Phatr3_J45159	197	222	340	188	1098	870	143	155	291	534
Phatr3_J45160	1002	1152	1673	944	1331	1250	1018	1110	771	852
Phatr3_J45161	478	650	703	356	511	505	375	375	165	286
Phatr3_J34782	110	112	168	109	18	33	84	102	8	17
Phatr3_J26780	452	627	625	384	177	248	450	480	141	205
Phatr3_J45163	346	440	485	253	364	365	328	276	266	420
Phatr3_J45164	471	519	480	406	317	460	449	561	254	337
Phatr3_EG01356	0	0	0	0	0	0	0	0	0	0
Phatr3_J45165	0	0	0	0	10	5	0	0	0	0
Phatr3_J51797	10197	10830	11677	12321	24836	35706	16922	20295	61002	74240
Phatr3_J19659	902	1067	1324	919	1091	1483	725	743	881	821
Phatr3_J45168	1103	1279	1262	782	1845	2306	806	774	697	1037
Phatr3_J34790	280	366	341	198	82	96	325	239	78	103
Phatr3_J19661	7191	8396	8552	6402	3123	4120	7480	6434	5232	4910
Phatr3_J11866	1244	1398	1546	943	534	532	1269	1169	641	737
Phatr3_EG01423	2386	3326	2928	2385	1789	2541	2852	1930	1471	2059
Phatr3_J45171	807	983	1125	644	1222	1064	581	629	2206	1716
Phatr3_J34794	260	261	318	273	255	235	224	262	756	695
Phatr3_J45173	338	347	545	349	311	302	360	395	733	745
Phatr3_J45174	510	585	669	492	430	569	497	640	181	361
Phatr3_J45175	288	321	302	242	115	113	242	207	79	152
Phatr3_J34798	272	270	221	252	91	114	109	113	26	77
Phatr3_J11759	271	274	327	226	177	304	220	195	205	297
Phatr3_J34799	107	116	59	47	207	285	175	91	207	324
Phatr3_J34800	49	67	57	36	1697	2161	111	131	1935	1600
Phatr3_J19669	389	444	635	429	846	1186	413	479	973	933
Phatr3_J3046	6746	7737	5836	4384	1404	2275	6404	5894	670	1693
Phatr3_J45178	454	624	768	592	226	360	589	587	160	436
Phatr3_J7426	1150	1337	882	618	829	1065	1270	1128	598	1020
Phatr3_J34805	81	100	127	92	1181	1405	96	100	636	667
Phatr3_J8445	3223	3439	4830	3337	9594	11634	2694	3365	8316	11000
Phatr3_EG01415	4	5	20	15	48	32	7	6	24	29
Phatr3_J34807	419	499	776	466	857	1030	360	424	656	844
Phatr3_J45181	884	980	920	666	1124	1732	951	841	802	966
Phatr3_J7660	908	943	602	458	143	296	944	756	346	342
Phatr3_J34810	534	642	549	416	349	419	538	490	409	509
Phatr3_J45182	556	606	624	517	445	633	527	492	384	452
Phatr3_EG01358	24	43	39	13	9	28	18	6	2	12
Phatr3_J26802	0	0	0	0	0	0	0	0	0	0
Phatr3_J54360	2338	2676	1935	1563	1769	2591	1225	1011	592	1530
Phatr3_EG01385	517	582	668	497	856	1149	470	568	610	662
Phatr3_J45185	226	239	292	209	420	448	214	202	436	569
Phatr3_J11743	377	450	504	319	370	489	461	453	357	493
Phatr3_J34815	1371	1312	1434	1035	1003	1510	1391	1420	1236	1363
Phatr3_J45186	796	1134	764	428	618	801	825	494	774	983
Phatr3_J45187	1074	1162	1509	844	1290	1198	691	895	908	801
Phatr3_J26807	686	772	1090	682	748	842	555	511	516	637
Phatr3_J11777	628	766	1059	648	747	978	447	451	548	865
Phatr3_J45190	1321	1513	1243	824	176	207	1041	823	162	312
Phatr3_J45191	962	1033	1239	726	516	611	845	871	442	591
Phatr3_J34822	334	405	493	275	166	254	309	267	188	349
Phatr3_J45192	623	736	800	460	425	578	589	452	1618	1727
Phatr3_J45193	20925	22181	18006	13784	706	956	17308	18641	10341	12255
Phatr3_J11740	853	981	502	325	1043	1404	1192	896	726	902
Phatr3_J45195	519	623	588	398	874	1049	388	450	611	919
Phatr3_J45196	457	494	489	377	407	479	466	367	236	300
Phatr3_J26813	3878	4280	2967	2767	27	25	3767	3729	125	598
Phatr3_EG02098	1455	1709	1642	1376	1298	1575	2232	2167	2625	2669
Phatr3_EG02093	103	121	138	146	23	11	116	177	42	174
Phatr3_EG01392	0	0	0	0	0	0	0	0	0	0
Phatr3_J45200	218	289	393	251	582	772	253	241	338	355
Phatr3_EG02107	579	652	890	617	557	579	452	396	579	698
Phatr3_EG02105	0	0	2	1	0	0	0	2	0	1
Phatr3_J19690	1292	1492	1390	984	698	1115	1179	1111	571	1371
Phatr3_EG01398	496	650	270	170	670	944	611	456	438	619
Phatr3_J45202	226	253	276	172	255	353	151	145	149	241
Phatr3_J19692	875	953	864	576	647	851	877	761	667	812
Phatr3_J45204	1194	1488	1386	881	575	547	1168	1123	498	699
Phatr3_J45205	1529	1502	1688	1182	2346	3202	1359	1244	2187	2565
Phatr3_J45206	67	51	64	24	8	7	41	39	3	6
Phatr3_J45207	785	871	827	514	1197	1715	729	543	699	575
Phatr3_J45208	2453	2995	3029	2283	510	722	2609	2461	687	1547
Phatr3_J11733	1278	1416	1556	1049	573	743	1055	966	453	829
Phatr3_J45210	354	393	663	393	272	280	325	323	242	227
Phatr3_J45211	765	970	947	574	591	866	680	601	441	605
Phatr3_J34844	125	97	140	139	141	162	138	151	134	233
Phatr3_EG02104	310	374	553	320	403	503	331	317	157	322
Phatr3_EG02106	717	855	1092	755	428	638	685	757	315	599
Phatr3_EG02367	650	755	1065	602	603	523	460	502	360	435
Phatr3_J34848	2	1	11	4	52	60	0	2	47	189
Phatr3_J19699	1017	1140	1051	805	965	1262	1237	1023	434	729
Phatr3_J11710	101	132	82	48	117	185	218	89	88	168
Phatr3_J45215	1510	1840	1454	888	859	1074	1461	1075	840	1006
Phatr3_J45216	382	498	489	325	495	373	291	305	224	214
Phatr3_J8475	219	265	238	86	30	43	147	127	6	35
Phatr3_J34853	845	955	946	790	929	1191	1062	961	662	1110
Phatr3_J45218	892	1169	1118	876	6806	9491	921	943	5515	5737
Phatr3_J7629	2427	2817	3630	2552	5598	8183	2411	2464	6877	12503
Phatr3_J51806	972	1086	1244	805	974	1294	828	763	1227	1957
Phatr3_J45221	2604	2991	4162	2586	2312	2058	4663	4105	5471	4727
Phatr3_J45222	1287	1635	1721	1004	1423	1445	1834	1726	1700	2052
Phatr3_J34859	224	267	272	227	140	108	678	780	1208	1608
Phatr3_J45223	1238	1385	1580	1064	1429	1925	1275	1388	1417	1809
Phatr3_J54365	243	335	615	415	1084	1540	400	340	1256	1292
Phatr3_J45225	2974	3253	5034	3010	2559	2164	2345	2917	3951	2795
Phatr3_J45226	1072	1205	1052	913	860	1319	927	876	556	976
Phatr3_J45227	1997	2210	1814	1430	1841	2756	2876	2776	2265	3006
Phatr3_EG01390	514	485	455	301	316	609	479	309	302	420
Phatr3_J45229	645	798	877	608	643	828	662	650	463	660
Phatr3_EG01380	2316	2555	2830	1840	1210	1693	1830	1896	1325	1840
Phatr3_J45230	3432	3900	4441	3276	2976	3072	3049	3437	2386	2822
Phatr3_J34868	129	199	136	130	22	27	69	68	6	55
Phatr3_J19705	820	878	640	454	344	482	689	582	151	338
Phatr3_EG01412	2148	2686	2822	1599	5941	5724	1736	1294	3576	3145
Phatr3_EG01376	185	218	73	45	53	43	187	120	1	2
Phatr3_J19708	2327	2687	2713	1854	3803	4390	2188	2507	2898	2956
Phatr3_EG01420	517	548	555	400	315	416	486	384	270	384
Phatr3_J45234	738	834	1257	676	827	751	694	618	391	415
Phatr3_EG02368	2581	2784	2508	1875	1963	1936	2245	2601	1537	1498
Phatr3_J51810	855	982	1137	729	1669	2122	753	590	1134	1657
Phatr3_J45236	689	774	1002	564	1107	1590	572	627	697	929
Phatr3_J34876	410	480	422	359	809	1187	380	363	732	918
Phatr3_J51811	21848	23780	23750	19442	3536	4114	13089	13112	5796	12447
Phatr3_J45238	984	1014	908	670	208	282	633	451	320	628
Phatr3_J45239	5121	5756	11556	9323	3437	2948	3275	6298	7604	9613
Phatr3_J45240	317	364	538	387	885	1130	374	348	475	459
Phatr3_J45241	105	150	142	87	451	432	150	116	130	288
Phatr3_J45242	788	903	519	414	215	244	1097	1114	237	366
Phatr3_J45243	379	433	259	211	45	63	595	482	156	238
Phatr3_J34884	915	971	1029	764	864	1204	940	879	724	991
Phatr3_J34885	878	1148	1261	738	353	445	669	642	890	1606
Phatr3_J45245	4	7	12	17	387	319	3	0	108	454
Phatr3_J11883	2247	2331	3129	2050	3161	3911	1690	1892	3348	3871
Phatr3_J45247	563	611	1018	765	5267	7257	669	648	2278	4204
Phatr3_J34889	306	313	394	205	307	379	239	229	75	148
Phatr3_EG02365	1719	1948	1867	1394	269	359	1910	1812	91	376
Phatr3_J34891	163	208	243	155	131	158	173	198	95	183
Phatr3_J45249	1503	1622	2411	1548	926	738	1177	1477	589	733
Phatr3_J45250	805	793	567	432	226	165	750	807	226	184
Phatr3_J34894	502	620	506	287	284	377	351	316	142	199
Phatr3_J45251	719	726	639	578	1065	1192	782	722	886	875
Phatr3_J34896	686	825	1567	1030	895	1252	471	593	776	828
Phatr3_J45252	769	911	989	578	29	44	597	384	174	367
Phatr3_J34898	751	876	909	690	456	645	595	539	342	498
Phatr3_J34899	459	510	639	393	530	637	307	322	392	465
Phatr3_J8239	0	0	0	0	0	0	0	0	0	0
Phatr3_J45253	398	513	680	500	194	174	469	416	225	268
Phatr3_J45254	551	640	484	381	39	39	273	244	32	83
Phatr3_J34902	866	1035	972	673	73	120	1160	1017	622	1030
Phatr3_J45255	780	984	1014	714	273	422	732	700	236	376
Phatr3_J45256	94	151	175	103	110	50	71	84	153	85
Phatr3_J34905	61	86	111	85	151	147	47	51	229	159
Phatr3_J45257	672	848	778	533	520	659	664	700	270	387
Phatr3_J45258	314	396	445	255	210	282	296	249	155	222
Phatr3_J34908	197	223	343	180	218	258	214	201	135	144
Phatr3_J45259	847	992	1192	738	1199	1232	770	868	1040	1199
Phatr3_J45260	217	299	281	203	464	556	193	217	84	277
Phatr3_EG01395	0	0	0	0	0	0	0	0	0	0
Phatr3_J26849	11726	13503	10846	7476	994	1549	11396	10335	896	1923
Phatr3_J26853	555	592	144	123	354	279	884	577	278	289
Phatr3_EG01377	294	268	97	59	347	347	341	213	166	284
Phatr3_EG01368	1166	1347	1509	947	457	488	691	850	186	342
Phatr3_J45264	189	193	260	131	301	395	133	140	189	244
Phatr3_J54375	1843	1964	1494	1206	877	1184	1694	1575	767	1188
Phatr3_J11843	2111	2407	2156	1478	2807	2827	2084	2310	2105	2028
Phatr3_J45267	1251	1474	1642	1303	491	546	1046	1221	429	793
Phatr3_J45268	914	1090	993	664	487	616	687	735	356	527
Phatr3_J34919	2370	2903	2998	1858	1610	1938	1471	1373	1745	2431
Phatr3_J34920	1417	1568	1458	1014	1189	1620	1344	1156	1825	2038
Phatr3_J51819	880	1129	1447	762	290	386	704	623	251	549
Phatr3_J54376	2053	2177	1171	948	954	1202	2132	1783	668	1380
Phatr3_J34923	426	492	860	502	725	1093	445	546	627	877
Phatr3_J34924	131	144	257	198	328	283	139	131	222	177
Phatr3_J45270	482	531	745	576	1175	1630	594	661	4994	3818
Phatr3_J26862	369	401	685	465	5573	7282	463	356	10465	4687
Phatr3_J8269	15099	16382	13173	9787	6318	7092	15394	14932	9810	8712
Phatr3_J11826	607	647	817	478	1377	1504	474	516	1182	1223
Phatr3_J45274	526	521	808	513	913	1211	394	492	595	842
Phatr3_J45275	1694	1976	2195	1444	1768	2295	1833	1746	2080	2359
Phatr3_J34931	845	933	623	323	164	206	311	255	54	246
Phatr3_EG01403	205	218	219	136	1090	1010	163	104	455	577
Phatr3_J34932	3625	4351	4964	3158	311	356	2778	2799	1205	3169
Phatr3_J34933	10539	11431	9881	7990	2175	3915	10282	9803	2003	4559
Phatr3_EG01411	159	216	222	139	147	227	121	94	39	94
Phatr3_J45277	2443	2773	2384	1782	1231	1622	2171	2267	1087	1527
Phatr3_J45278	1895	1944	1664	1350	1028	1508	1442	1695	854	1242
Phatr3_J34936	129	187	222	130	72	44	106	118	15	15
Phatr3_J45279	709	761	1271	873	854	1109	674	767	1184	1453
Phatr3_J34938	470	619	744	496	476	726	597	524	387	514
Phatr3_J45280	44	41	56	45	716	653	83	85	121	454
Phatr3_J54378	1836	1922	1964	1657	1207	1221	1456	1728	1108	1531
Phatr3_EG01417	2618	2862	4730	2635	1579	989	2184	2775	1350	1265
Phatr3_EG01391	0	0	2	0	1	1	0	0	0	1
Phatr3_EG01397	0	0	0	1	0	0	0	0	0	0
Phatr3_EG01406	0	0	0	0	0	0	0	0	0	0
Phatr3_J45283	744	886	1014	601	1072	1034	586	619	711	769
Phatr3_EG02099	4	2	2	3	2	2	8	12	7	7
Phatr3_EG02094	1	0	0	0	0	0	0	0	0	1
Phatr3_J34944	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01383	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01407	0	0	0	0	0	0	0	0	1	0
Phatr3_EG01369	92	98	69	47	10	15	56	57	4	29
Phatr3_J45284	2109	2431	2312	1561	1630	1850	2060	1936	1711	2121
Phatr3_J45285	4318	4641	4685	3434	3366	3972	3741	3793	2433	3246
Phatr3_J11649	2284	2414	2752	2063	3523	5010	2354	2347	3257	4058
Phatr3_J45287	3645	4861	4611	3004	4022	5635	3924	3491	3800	4868
Phatr3_J34949	903	1122	1269	849	1153	1589	850	892	1110	1554
Phatr3_J45288	1903	2193	2812	1726	1674	1730	1843	1982	2225	2357
Phatr3_J45289	644	731	923	573	418	499	617	545	641	1246
Phatr3_J51825	155	165	253	151	111	188	155	135	194	229
Phatr3_J19761	4900	5334	4304	3230	3162	3651	4836	4841	4184	4517
Phatr3_J19762	304	360	379	277	321	323	265	306	278	264
Phatr3_J7335	322	416	396	286	21	29	337	283	108	120
Phatr3_J11811	14	10	222	117	660	1184	9	29	1133	1010
Phatr3_J34956	90	99	58	37	1	8	90	41	34	64
Phatr3_J34957	356	354	411	261	558	793	343	274	347	517
Phatr3_J45293	988	1318	1762	1037	2576	3260	895	698	1361	2236
Phatr3_J45294	282	375	572	387	91	82	205	230	200	472
Phatr3_EG02103	0	3	2	0	0	0	1	0	0	0
Phatr3_EG02092	127	167	137	121	20	33	56	45	3	34
Phatr3_J11841	64	73	76	40	6	11	36	27	1	11
Phatr3_J26896	559	623	469	336	657	1002	256	222	299	454
Phatr3_J45297	1420	1481	1502	1229	590	741	1377	1490	1534	2104
Phatr3_J34964	275	367	219	163	182	252	437	322	142	148
Phatr3_J34965	565	705	714	440	785	959	684	577	807	1327
Phatr3_J34966	697	813	577	384	214	205	450	490	210	189
Phatr3_J51830	1810	1932	2437	1963	3525	3623	2159	3173	9830	8950
Phatr3_J50872	1800	2070	1342	1022	108	183	775	723	52	469
Phatr3_EG01419	783	853	883	668	261	290	784	697	415	634
Phatr3_J34971	408	587	657	382	2456	3650	343	226	1073	1157
Phatr3_J4129	507	565	645	462	411	578	484	482	338	608
Phatr3_EG01389	96	82	84	69	111	168	90	69	54	103
Phatr3_J45305	280	366	449	246	565	680	406	389	648	822
Phatr3_J34974	917	953	1014	944	350	527	710	883	230	499
Phatr3_J34975	389	511	540	323	296	376	291	218	176	275
Phatr3_J34976	630	674	623	420	37	21	278	316	31	88
Phatr3_J45306	409	462	490	380	96	99	323	301	23	65
Phatr3_EG01418	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01396	299	430	570	312	553	475	276	194	204	271
Phatr3_J34978	605	806	1115	587	867	1093	583	465	554	916
Phatr3_J45307	418	539	590	320	635	903	333	301	349	525
Phatr3_J45308	1286	1387	1528	1327	726	897	1089	1404	953	1359
Phatr3_EG01426	1	1	0	1	3	0	2	6	0	2
Phatr3_J11888	73	71	107	54	125	194	62	44	57	90
Phatr3_J45310	821	820	807	555	975	980	688	611	252	301
Phatr3_J11735	3559	3886	3197	2344	1487	2052	2946	3017	1585	2219
Phatr3_J34984	151	171	122	75	215	322	132	131	78	173
Phatr3_J34985	1021	1258	1427	917	1466	1980	987	943	784	1337
Phatr3_J45312	558	738	1161	735	2142	2668	590	670	775	830
Phatr3_EG02108	5806	7095	6094	4897	6870	8573	5618	4947	5286	8936
Phatr3_EG02109	252	294	237	239	382	517	334	409	492	738
Phatr3_J45315	209	285	414	183	216	140	210	262	171	419
Phatr3_J34990	8	12	12	6	15	26	4	3	13	46
Phatr3_J34991	604	742	834	519	603	850	571	647	567	906
Phatr3_J45316	1390	1569	2138	1256	1471	1298	1416	1469	1043	967
Phatr3_J11703	1026	1090	165	113	344	405	2030	1162	132	396
Phatr3_J34994	333	463	435	274	434	522	429	309	382	445
Phatr3_J34995	1165	1522	1527	963	299	539	1117	1146	670	1185
Phatr3_J45319	1754	2003	1666	1311	561	676	1820	1809	782	1100
Phatr3_J45320	772	864	777	503	560	812	521	409	306	551
Phatr3_J45321	50	62	69	46	78	104	45	39	16	36
Phatr3_J26921	1736	1426	1518	1703	2075	2752	1704	2110	1947	2452
Phatr3_EG01399	0	0	0	0	0	0	0	0	0	1
Phatr3_J45323	790	865	1111	697	1604	2321	740	703	469	726
Phatr3_EG01371	115	118	204	100	248	273	81	76	155	222
Phatr3_EG01400	39	55	109	51	172	220	55	48	106	217
Phatr3_J45324	18	21	19	9	135	157	37	20	168	466
Phatr3_EG01375	805	855	763	524	611	753	749	765	333	613
Phatr3_J35002	258	334	232	165	187	228	312	243	73	100
Phatr3_EG01401	1047	1302	1171	697	52	58	848	910	510	826
Phatr3_J45325	1811	1913	2658	1879	446	597	1398	1778	488	946
Phatr3_J11850	1233	1259	490	348	244	339	1277	945	235	469
Phatr3_J26925	2497	3379	2847	1808	8120	10468	2671	2498	4398	4923
Phatr3_J7136	145	138	89	27	50	79	391	172	187	694
Phatr3_EG01410	2774	3348	4218	2632	1327	1518	1928	2170	1236	2403
Phatr3_J11634	531	722	855	632	1347	1779	308	529	789	1109
Phatr3_J19805	1972	2310	2387	2041	3866	5517	1994	2007	5266	5359
Phatr3_J35009	2	2	6	2	83	69	7	0	64	95
Phatr3_EG01362	310	350	466	271	390	463	240	170	232	356
Phatr3_EG01424	1455	1739	1717	1288	2892	3553	1366	1046	1426	1749
Phatr3_J45331	211	249	246	167	160	184	141	122	84	84
Phatr3_J45332	1811	2126	3057	2178	654	980	1276	1409	1035	1872
Phatr3_J26934	9345	10220	10755	8982	11955	15740	8411	9894	18036	20196
Phatr3_J45334	1562	1778	1783	1087	235	307	830	812	46	419
Phatr3_J45335	5042	5656	4855	4589	291	421	4452	3887	1125	2189
Phatr3_J8270	5434	6152	3824	3122	1409	1889	6114	5597	1255	2306
PTsRNA00032a	0	0	0	0	0	0	0	0	0	0
EPrPhatr3G00000013100	0	0	0	0	0	0	0	0	0	0
Phatr3_J19821	1211	1314	1137	896	875	1156	994	1013	868	1095
Phatr3_J45338	827	924	1035	804	563	537	805	891	304	508
Phatr3_J35018	40	60	73	43	105	175	81	54	19	30
Phatr3_J45339	5512	6216	6421	4019	364	431	3120	2994	679	1300
Phatr3_J35020	244	232	55	45	260	334	494	188	71	177
Phatr3_J45340	2020	2453	2621	1645	1460	1204	1919	2177	685	935
Phatr3_J45341	147	200	410	288	990	1101	88	157	635	1299
Phatr3_EG02371	4532	5128	5493	4102	3714	3884	4433	5887	12400	8670
Phatr3_J26948	2355	2591	1951	1398	199	273	2719	2811	156	411
Phatr3_J45345	1513	1720	1458	1137	1245	1554	1374	1479	1115	1614
Phatr3_J45346	455	555	574	356	283	361	321	365	253	261
Phatr3_J11795	422	473	479	366	163	244	383	438	109	219
Phatr3_J45348	452	497	1115	776	901	1284	277	463	585	918
Phatr3_J35030	209	288	285	196	117	151	210	136	82	44
Phatr3_J45349	1927	2289	3067	1794	3422	3672	2319	1647	5374	5381
Phatr3_J45350	3394	3948	3962	2531	998	951	2751	3268	781	1308
Phatr3_J51837	1101	1389	1948	1188	2233	2840	1149	1094	2808	2984
Phatr3_J45352	1114	1370	1454	1105	1379	1945	930	1125	1128	1701
Phatr3_J45353	236	225	322	231	574	630	158	149	174	324
Phatr3_J35036	61	68	10	9	0	2	74	53	0	1
Phatr3_J45354	299	430	354	243	165	215	265	227	171	263
Phatr3_J45355	757	834	902	606	575	840	776	690	386	685
Phatr3_EG02095	1106	1204	302	180	814	1168	1763	895	653	1286
Phatr3_EG02096	26	33	97	84	774	988	48	83	2466	2842
Phatr3_J26952	1193	1322	1145	835	765	964	1228	1170	862	1026
Phatr3_J41928	430	422	403	306	763	1058	352	310	439	638
Phatr3_J35042	193	229	227	84	475	410	114	81	205	398
Phatr3_EG01374	813	976	1195	766	2801	3858	879	826	3164	3128
Phatr3_J45361	421	482	787	437	907	1067	502	640	2504	2676
Phatr3_J19831	118	116	183	151	166	229	101	154	256	284
Phatr3_J11633	778	851	1144	657	986	1007	641	830	579	774
Phatr3_J45364	1242	1281	1747	1182	1111	1447	1116	1195	1102	1460
Phatr3_J35048	178	196	79	61	166	209	162	129	86	188
Phatr3_J19835	444	542	460	226	259	336	434	415	340	549
Phatr3_J35050	588	677	1081	628	1878	2564	432	417	1712	2013
Phatr3_J45366	441	503	905	530	641	430	332	417	570	351
Phatr3_EG01408	249	298	519	260	707	877	218	210	378	501
Phatr3_J45367	657	746	948	675	971	1478	564	587	682	935
Phatr3_J11722	3442	3616	2755	2247	1286	1530	3351	3521	2000	2274
Phatr3_J35054	838	873	1293	847	1156	1370	756	967	897	1114
Phatr3_J35055	437	498	553	386	74	147	329	390	76	97
Phatr3_J468	709	894	820	569	113	160	528	570	262	272
Phatr3_J35057	892	1015	629	486	1242	1638	1033	901	924	1498
Phatr3_J35058	523	552	675	496	504	689	485	474	379	443
Phatr3_J11823	504	645	542	483	49	84	426	283	11	84
Phatr3_EG01359	9	7	20	2	5	4	14	3	10	25
Phatr3_J26970	4166	4958	4379	3356	1986	2736	4846	5096	6510	6007
Phatr3_J35061	581	710	648	514	352	479	546	497	428	644
Phatr3_J45373	1839	2134	4028	2512	1959	2082	1157	1746	912	1979
Phatr3_EG01381	182	262	282	166	70	115	138	165	48	107
Phatr3_J35063	1399	1759	1396	929	495	710	1257	1097	299	538
Phatr3_EG01365	830	967	1564	953	855	1103	345	550	491	819
Phatr3_EG01409	975	1280	1102	616	877	1048	951	922	972	1140
Phatr3_J35064	695	713	673	475	319	506	589	483	218	332
Phatr3_J35065	3139	3810	2587	2232	1051	1643	2822	2660	1144	1720
Phatr3_J45376	1150	1299	1273	1121	1263	1684	1284	1090	1144	1430
Phatr3_J35067	283	339	398	253	36	54	133	133	24	85
Phatr3_J45377	361	448	347	221	996	1629	835	424	1253	946
Phatr3_EG02101	1653	2013	2221	1245	2409	2493	1488	1243	1954	1812
Phatr3_EG02102	733	805	865	510	1024	1136	536	491	791	924
Phatr3_J26975	7068	7300	3840	3213	2104	2461	6878	7120	1826	2351
Phatr3_J45381	495	557	852	463	409	462	373	482	285	543
Phatr3_J26980	2607	2701	1986	1615	952	1219	2526	2453	1384	1889
Phatr3_J11720	1452	1635	2305	1296	1517	1296	1317	1422	1094	974
